CustomerId;Trunk;CallId;From;To;StartTime;Type;Duration;Price;BillingZoneId;BillingZonePrefix;BillingZoneDescription;BillingZoneCallFee;BillingZoneCallRate
106;44221470;ca310def152eb975;4588442488;4554580902;"2023-11-01 15:46:55";CompanyCall;52;0.00;17124;4554;Fastnet;15.0000;10.0000
106;44221470;a62c20d1e8a2cb36;4560202071;4554584472;"2023-11-03 10:11:24";CompanyCall;82;0.00;17124;4554;Fastnet;15.0000;10.0000
106;44221470;2f853778cf58d743;4560202071;4554584472;"2023-11-09 10:28:39";CompanyCall;8;0.00;17124;4554;Fastnet;15.0000;10.0000
106;44221470;335307628cbd1c57;4544221470;4530239733;"2023-11-09 20:31:44";CompanyCall;55;0.00;17020;4530;Mobil;15.0000;61.0000
106;44221470;b8dc8ebffbdd0a3d;4560202071;4554584472;"2023-11-13 11:10:21";CompanyCall;5;0.00;17124;4554;Fastnet;15.0000;10.0000
106;44221470;0bb2cbf9b9f1f28c;4560202071;4554584472;"2023-11-13 14:43:15";CompanyCall;91;0.00;17124;4554;Fastnet;15.0000;10.0000
106;44221470;b16f9d016effbc46;4560202071;4554584472;"2023-11-15 10:09:00";CompanyCall;3;0.00;17124;4554;Fastnet;15.0000;10.0000
106;44221470;e103bf08230bfb05;4544221470;4551961302;"2023-11-15 19:13:56";CompanyCall;3;0.00;17025;4551;Mobil;15.0000;61.0000
106;44221470;df9a0714118b4ae6;4544221470;4554584472;"2023-11-15 19:24:44";CompanyCall;1;0.00;17124;4554;Fastnet;15.0000;10.0000
106;44221470;d50b2f3ab39c7654;4544221470;4521662844;"2023-11-15 19:25:33";CompanyCall;53;0.00;17018;452;Mobil;15.0000;61.0000
106;44221470;8f8246d479b21670;4544221470;4551961302;"2023-11-15 19:48:33";CompanyCall;4;0.00;17025;4551;Mobil;15.0000;61.0000
106;44221470;dd2631151f6d71ff;4544221470;4530239733;"2023-11-15 19:55:15";CompanyCall;55;0.00;17020;4530;Mobil;15.0000;61.0000
106;44221470;dd51377857dfc934;4560202071;4554584472;"2023-11-16 08:56:35";CompanyCall;123;0.00;17124;4554;Fastnet;15.0000;10.0000
106;44221470;6d44737bd995099a;4560202071;4554584472;"2023-11-17 13:06:29";CompanyCall;26;0.00;17124;4554;Fastnet;15.0000;10.0000
106;44221470;ca7fdaf2bd6ddc36;4560202071;4554584472;"2023-11-20 15:36:42";CompanyCall;48;0.00;17124;4554;Fastnet;15.0000;10.0000
106;44221470;00df4ab132e68b85;4560202071;4554584472;"2023-11-27 09:09:32";CompanyCall;11;0.00;17124;4554;Fastnet;15.0000;10.0000
106;44221470;4faaa30927515378;4560202071;4554584472;"2023-11-27 10:14:27";CompanyCall;811;0.00;17124;4554;Fastnet;15.0000;10.0000
106;44221470;140de67e5035219d;4560202071;4554584472;"2023-11-27 11:05:54";CompanyCall;266;0.00;17124;4554;Fastnet;15.0000;10.0000
106;44224640;15c6f485cf35ccc9;4527124010;4570128064;"2023-11-27 15:57:21";LandLine;5;0.05;10308;4570;Fastnet;5.0000;4.9000
106;44225860;092eb1970b2db429;4588442493;4553571935;"2023-11-01 09:05:08";Mobile;7;0.10;10337;4553;Mobil;5.0000;40.0000
106;44225860;c419491a8863d266;4588442493;4571925075;"2023-11-01 09:15:12";LandLine;101;0.13;10288;4571;Fastnet;5.0000;4.9000
106;44225860;0abbecf2fd888ad2;4588442493;4520868222;"2023-11-01 09:25:24";Mobile;47;0.36;10328;452;Mobil;5.0000;40.0000
106;44225860;5d007b7e1c413039;4588442493;4550761415;"2023-11-01 09:30:19";Mobile;47;0.36;10334;4550;Mobil;5.0000;40.0000
106;44225860;c57783dde0efd5a8;4588442493;4527596424;"2023-11-01 09:35:12";Mobile;6;0.09;10328;452;Mobil;5.0000;40.0000
106;44225860;368eb63678cdc99f;4588442493;4531609170;"2023-11-01 09:45:09";Mobile;7;0.10;10329;4531;Mobil;5.0000;40.0000
106;44225860;c6ece8f48f1a229e;4588442493;4525217746;"2023-11-01 09:50:10";Mobile;90;0.65;10328;452;Mobil;5.0000;40.0000
106;44225860;92157dc48cf023b6;4588442493;4571904904;"2023-11-01 10:00:07";LandLine;9;0.06;10288;4571;Fastnet;5.0000;4.9000
106;44225860;a59902cefae2db24;4588442493;4522396338;"2023-11-01 10:05:23";Mobile;36;0.29;10328;452;Mobil;5.0000;40.0000
106;44225860;dd5616da3a80df6c;4588442493;4522396338;"2023-11-01 10:10:10";Mobile;76;0.56;10328;452;Mobil;5.0000;40.0000
106;44225860;655143fa5f82ec31;4588442493;4529750227;"2023-11-01 10:15:08";Mobile;6;0.09;10328;452;Mobil;5.0000;40.0000
106;44225860;99a9426eea472450;4588442490;4553502020;"2023-11-01 10:16:23";Mobile;160;1.12;10337;4553;Mobil;5.0000;40.0000
106;44225860;d534575b23791cde;4588442493;4522888510;"2023-11-01 10:35:11";Mobile;6;0.09;10328;452;Mobil;5.0000;40.0000
106;44225860;4242df6a3deca9bd;4588442493;4523840889;"2023-11-01 10:40:12";Mobile;5;0.08;10328;452;Mobil;5.0000;40.0000
106;44225860;5aeef15cf06d3fe3;4588442493;4540231969;"2023-11-01 10:45:29";Mobile;47;0.36;10331;4540;Mobil;5.0000;40.0000
106;44225860;2efc25cb42fb2c1e;4588442493;4529660616;"2023-11-01 10:50:10";Mobile;111;0.79;10328;452;Mobil;5.0000;40.0000
106;44225860;9323dca22aaf7741;4588442493;4540629265;"2023-11-01 11:10:32";Mobile;47;0.36;10331;4540;Mobil;5.0000;40.0000
106;44225860;0224688d7301229f;4588442493;4531376137;"2023-11-01 11:35:09";Mobile;31;0.26;10329;4531;Mobil;5.0000;40.0000
106;44225860;7d65dee4b1a3838e;4588442493;4521180504;"2023-11-01 11:45:19";Mobile;8;0.10;10328;452;Mobil;5.0000;40.0000
106;44225860;08a7ddebd7c2a4fc;4588442493;4552306052;"2023-11-01 11:55:29";Mobile;48;0.37;10336;4552;Mobil;5.0000;40.0000
106;44225860;ef434e6f3d43b064;4588442493;4542509995;"2023-11-01 12:00:12";Mobile;13;0.14;10333;4542;Mobil;5.0000;40.0000
106;44225860;41b8bb486e3dbd93;4544225862;4544224645;"2023-11-01 12:06:07";LandLine;17;0.06;10271;4544;Fastnet;5.0000;4.9000
106;44225860;875aff6b4d8fa5fb;4588442493;4540802501;"2023-11-01 12:10:14";Mobile;32;0.26;10331;4540;Mobil;5.0000;40.0000
106;44225860;15d334f737678dfc;4588442493;4523206585;"2023-11-01 12:15:13";Mobile;89;0.64;10328;452;Mobil;5.0000;40.0000
106;44225860;ee5890ac7fbc81fb;4588442493;4527580043;"2023-11-01 12:20:14";Mobile;3;0.07;10328;452;Mobil;5.0000;40.0000
106;44225860;171f858b5dba8032;4588442493;4522952114;"2023-11-01 12:35:10";Mobile;5;0.08;10328;452;Mobil;5.0000;40.0000
106;44225860;ae06ff8ae8c5df9c;4588442488;4524444211;"2023-11-01 12:37:49";Mobile;4;0.08;10328;452;Mobil;5.0000;40.0000
106;44225860;2c2ad851aa0e3fa4;4588442490;4553502020;"2023-11-01 12:38:07";Mobile;197;1.36;10337;4553;Mobil;5.0000;40.0000
106;44225860;45c91afefc3d8504;4588442488;4571724520;"2023-11-01 12:38:46";LandLine;6;0.05;10288;4571;Fastnet;5.0000;4.9000
106;44225860;30ccbb61b1273cfe;4588442493;4528692886;"2023-11-01 12:45:08";Mobile;34;0.28;10328;452;Mobil;5.0000;40.0000
106;44225860;628c7310997aea9b;4588442493;4525313262;"2023-11-01 12:50:33";Mobile;46;0.36;10328;452;Mobil;5.0000;40.0000
106;44225860;7fdc663d68fb1871;4588442493;4531315609;"2023-11-01 13:10:09";Mobile;4;0.08;10329;4531;Mobil;5.0000;40.0000
106;44225860;f5cb8bca6e47c805;4588442493;4528403630;"2023-11-01 13:15:23";Mobile;7;0.10;10328;452;Mobil;5.0000;40.0000
106;44225860;3001e15333511029;4588442493;4551625296;"2023-11-01 13:20:29";Mobile;47;0.36;10335;4551;Mobil;5.0000;40.0000
106;44225860;6699c63f28c7a91c;4588442493;4571994188;"2023-11-01 13:40:34";LandLine;49;0.09;10288;4571;Fastnet;5.0000;4.9000
106;44225860;923a588fdd99bc20;4588442493;4522667218;"2023-11-01 13:50:30";Mobile;47;0.36;10328;452;Mobil;5.0000;40.0000
106;44225860;0f3c132dba7835b1;4588442493;4530709921;"2023-11-01 14:10:13";Mobile;8;0.10;10330;4530;Mobil;5.0000;40.0000
106;44225860;784b9896f3df96d3;4588442493;4522667218;"2023-11-01 14:20:30";Mobile;46;0.36;10328;452;Mobil;5.0000;40.0000
106;44225860;b9c8628d545e6108;4588442493;4523468380;"2023-11-01 14:40:09";Mobile;33;0.27;10328;452;Mobil;5.0000;40.0000
106;44225860;49e836e9fe7c6a45;4588442493;4531774043;"2023-11-01 15:00:12";Mobile;33;0.27;10329;4531;Mobil;5.0000;40.0000
106;44225860;32b4ab78a5bd52c1;4588442488;4554580902;"2023-11-01 15:46:55";CompanyCall;52;0.00;10277;4554;Fastnet;5.0000;4.9000
106;44225860;9ec0570ef394b8db;4588442493;4561653887;"2023-11-02 09:10:14";Mobile;4;0.08;10339;4561;Mobil;5.0000;40.0000
106;44225860;57a73dc35fdb37a5;4588442493;4527570092;"2023-11-02 09:15:34";Mobile;47;0.36;10328;452;Mobil;5.0000;40.0000
106;44225860;5942d65a75862e40;4588442493;4523739319;"2023-11-02 09:20:03";Mobile;47;0.36;10328;452;Mobil;5.0000;40.0000
106;44225860;7a53d02f817d6b4e;4588442493;4528729199;"2023-11-02 09:25:09";Mobile;7;0.10;10328;452;Mobil;5.0000;40.0000
106;44225860;8e5a784788031b5a;4588442493;4530892876;"2023-11-02 09:45:08";Mobile;21;0.19;10330;4530;Mobil;5.0000;40.0000
106;44225860;1a20d19e09b6face;4588442493;4553150472;"2023-11-02 09:50:08";Mobile;47;0.36;10337;4553;Mobil;5.0000;40.0000
106;44225860;2d45904b846d256d;4588442493;4526235452;"2023-11-02 09:55:08";Mobile;106;0.76;10328;452;Mobil;5.0000;40.0000
106;44225860;0241da955580563a;4588442493;4541439527;"2023-11-02 10:05:07";Mobile;47;0.36;10332;4541;Mobil;5.0000;40.0000
106;44225860;089e414abb26eac9;4588442486;4523724988;"2023-11-02 10:21:02";Mobile;399;2.71;10328;452;Mobil;5.0000;40.0000
106;44225860;e41d07d3e206972d;4588442493;4522611680;"2023-11-02 10:30:17";Mobile;8;0.10;10328;452;Mobil;5.0000;40.0000
106;44225860;0da9b948dee35b4f;4588442493;4560761993;"2023-11-02 10:35:09";Mobile;90;0.65;10338;4560;Mobil;5.0000;40.0000
106;44225860;68dedb142c6391e0;4588442493;4520921301;"2023-11-02 10:45:33";Mobile;47;0.36;10328;452;Mobil;5.0000;40.0000
106;44225860;b0b1883d394524a7;4588442493;4529279615;"2023-11-02 10:50:10";Mobile;63;0.47;10328;452;Mobil;5.0000;40.0000
