CustomerId;Trunk;CallId;From;To;StartTime;Type;Duration;Price;BillingZoneId;BillingZonePrefix;BillingZoneDescription;BillingZoneCallFee;BillingZoneCallRate
106;44221470;26d2e0a12ff9dd92;4544221470;4551961302;03-07-2023 07:13;CompanyCall;27;0.00;17025;4551;Mobil;150.000;550.000
106;44221470;1312914805c72866;4544221470;4542734315;03-07-2023 09:25;Mobile;49;0.60;17023;4542;Mobil;150.000;550.000
106;44221470;6599c37302395e5b;4544221470;4521662844;04-07-2023 06:10;CompanyCall;49;0.00;17018;452;Mobil;150.000;550.000
106;44221470;c5061310f28b9e3f;4544221470;4527901411;07-07-2023 12:56;CompanyCall;11;0.00;17018;452;Mobil;150.000;550.000
106;44221470;6d0bfafe4e26c05c;4544221470;4521662844;07-07-2023 12:57;Mobile;0;0.00;17018;452;Mobil;150.000;550.000
106;44221470;d6784e2d9a2aaa27;4544221470;4530239733;17-07-2023 07:17;CompanyCall;43;0.00;17020;4530;Mobil;150.000;550.000
106;44221470;9797e88e2c38a89b;4544221470;4521662844;18-07-2023 06:35;CompanyCall;80;0.00;17018;452;Mobil;150.000;550.000
106;44225860;5f9e44f9531b6f22;4588700484;4576117273;03-07-2023 06:52;LandLine;191;0.21;10292;4576;Fastnet;50.000;49.000
106;44225860;5d7217e3d1051c3d;4588442494;4538202416;03-07-2023 08:12;LandLine;12;0.06;10306;4538;Fastnet;50.000;49.000
106;44225860;6f9f6845f2d7da41;4588442494;4538202416;03-07-2023 08:13;LandLine;349;0.34;10306;4538;Fastnet;50.000;49.000
106;44225860;56daad44a09c9778;4588442490;4588135427;03-07-2023 09:02;LandLine;931;0.81;10299;4588;Fastnet;50.000;49.000
106;44225860;f125ed2efabb650d;4588442494;4538202410;03-07-2023 09:34;LandLine;4;0.05;10306;4538;Fastnet;50.000;49.000
106;44225860;e09f4fd55bb1d7ad;4588442485;4530303798;03-07-2023 09:54;Mobile;4;0.08;10330;4530;Mobil;50.000;400.000
106;44225860;dab4a0545e3cd5ff;4588442493;4526631994;03-07-2023 10:00;Mobile;47;0.36;10328;452;Mobil;50.000;400.000
106;44225860;99b02810e7b8524d;4588442493;4540800968;03-07-2023 10:05;Mobile;47;0.36;10331;4540;Mobil;50.000;400.000
106;44225860;d2fc9d09deba8452;4588442493;4561334822;03-07-2023 10:10;Mobile;47;0.36;10339;4561;Mobil;50.000;400.000
106;44225860;28038aa35f01477d;4588442493;4541551515;03-07-2023 10:15;Mobile;9;0.11;10332;4541;Mobil;50.000;400.000
